'LBL_CAMPAIGN_ID','LBL_CAMPAIGN_ID',"'Kampagnen ID',","'Campaign Id',",Leads,'LBL_CAMPAIGN_ID','LBL_CAMPAIGN_ID',"'Kampagnen ID',","'Campaign ID',",Leads
'LBL_CAMPAIGN_ID','LBL_CAMPAIGN_ID',"'Kampagnen ID',","'Campaign Id',",Leads,'LBL_CAMPAIGN_ID','LBL_CAMPAIGN_ID',"'Kampagnen ID',","'Campaign ID',",Leads
'LBL_EXPORT_ASSIGNED_USER_NAME','LBL_EXPORT_ASSIGNED_USER_NAME',"'Zugewiesener Benutzername',","'Assigned User Name',",Leads
'LBL_EXPORT_ASSIGNED_USER_ID','LBL_EXPORT_ASSIGNED_USER_ID',"'Zugewiesene BenutzerID',","'Assigned User ID',",Leads
'LBL_EXPORT_MODIFIED_USER_ID','LBL_EXPORT_MODIFIED_USER_ID',"'Geändert von ID',","'Modified By ID',",Leads
'LBL_EXPORT_CREATED_BY','LBL_EXPORT_CREATED_BY',"'Erstellt von ID',","'Created By ID',",Leads
'LBL_EXPORT_PHONE_MOBILE','LBL_EXPORT_PHONE_MOBILE',"'Telefon Mobil',","'Mobile Phone',",Leads
'LBL_EXPORT_EMAIL2','LBL_EXPORT_EMAIL2',"'Weitere E-Mail Adresse',","'Other Email Address',",Leads
'LBL_EDITLAYOUT','LBL_EDITLAYOUT',"'Edit Layout' /*for 508 compliance fix*/,","'Edit Layout' /*for 508 compliance fix*/,",Leads
'LBL_ENTERDATE','LBL_ENTERDATE',"'Enter Date' /*for 508 compliance fix*/,","'Enter Date' /*for 508 compliance fix*/,",Leads
'LBL_LOADING','LBL_LOADING',"'Loading' /*for 508 compliance fix*/,","'Loading' /*for 508 compliance fix*/,",Leads
'LBL_EDIT_INLINE','LBL_EDIT_INLINE',"'Edit' /*for 508 compliance fix*/,","'Edit' /*for 508 compliance fix*/,",Leads
